# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7-Ubuntu-1ubuntu1
# VM invoker: /usr/lib/jvm/java-14-openjdk-armhf/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 6.045 ops/s
# Warmup Iteration   2: 6.682 ops/s
# Warmup Iteration   3: 6.844 ops/s
# Warmup Iteration   4: 6.829 ops/s
# Warmup Iteration   5: 6.866 ops/s
Iteration   2: 5.518 ops/s
Iteration   3: 5.517 ops/s
Iteration   4: 5.517 ops/s
Iteration   5: 5.508 ops/s

# Run progress: 58.00% complete, ETA 00:37:51
# Fork: 5 of 5
# Warmup Iteration   1: 5.764 ops/s
# Warmup Iteration   2: 6.681 ops/s
# Warmup Iteration   3: 6.696 ops/s
# Warmup Iteration   4: 6.692 ops/s
# Warmup Iteration   5: 6.698 ops/s
Iteration   1: 6.677 ops/s
Iteration   2: 6.698 ops/s
Iteration   3: 6.697 ops/s
Iteration   4: 6.692 ops/s
Iteration   5: 6.692 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo08New":
  6.212 ±(99.9%) 0.435 ops/s [Average]
  (min, avg, max) = (5.488, 6.212, 6.715), stdev = 0.580
  CI (99.9%): [5.778, 6.647] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7-Ubuntu-1ubuntu1
# VM invoker: /usr/lib/jvm/java-14-openjdk-armhf/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo16New
# Parameters: (type = large)

# Run progress: 60.00% complete, ETA 00:36:03
# Fork: 1 of 5
# Warmup Iteration   1: 12.378 ops/s
# Warmup Iteration   2: 14.720 ops/s
# Warmup Iteration   3: 14.975 ops/s
# Warmup Iteration   4: 14.845 ops/s
# Warmup Iteration   5: 14.987 ops/s
Iteration   1: 15.003 ops/s
Iteration   2: 14.994 ops/s
Iteration   3: 14.262 ops/s
Iteration   4: 14.222 ops/s
Iteration   5: 14.936 ops/s

# Run progress: 62.00% complete, ETA 00:34:15
# Fork: 2 of 5
# Warmup Iteration   1: 11.487 ops/s
# Warmup Iteration   2: 14.554 ops/s
# Warmup Iteration   3: 14.727 ops/s
# Warmup Iteration   4: 14.734 ops/s
# Warmup Iteration   5: 14.720 ops/s
Iteration   1: 14.767 ops/s
Iteration   2: 14.772 ops/s
Iteration   3: 14.737 ops/s
Iteration   4: 12.958 ops/s
Iteration   5: 14.766 ops/s

# Run progress: 64.00% complete, ETA 00:32:27
# Fork: 3 of 5
# Warmup Iteration   1: 12.141 ops/s
# Warmup Iteration   2: 14.461 ops/s
# Warmup Iteration   3: 14.561 ops/s
# Warmup Iteration   4: 14.638 ops/s
# Warmup Iteration   5: 14.669 ops/s
Iteration   1: 14.661 ops/s
Iteration   2: 14.676 ops/s
Iteration   3: 14.419 ops/s
Iteration   4: 13.462 ops/s
Iteration   5: 14.673 ops/s

# Run progress: 66.00% complete, ETA 00:30:38
# Fork: 4 of 5
# Warmup Iteration   1: 12.050 ops/s
# Warmup Iteration   2: 13.543 ops/s
# Warmup Iteration   3: 14.710 ops/s
# Warmup Iteration   4: 14.734 ops/s
# Warmup Iteration   5: 14.723 ops/s
Iteration   1: 14.720 ops/s
Iteration   2: 14.706 ops/s
Iteration   3: 14.719 ops/s
Iteration   4: 12.819 ops/s
Iteration   5: 14.734 ops/s

# Run progress: 68.00% complete, ETA 00:28:50
# Fork: 5 of 5
# Warmup Iteration   1: 11.884 ops/s
# Warmup Iteration   2: 15.007 ops/s
# Warmup Iteration   3: 15.294 ops/s
# Warmup Iteration   4: 15.305 ops/s
# Warmup Iteration   5: 15.298 ops/s
Iteration   1: 15.247 ops/s
Iteration   2: 15.302 ops/s
Iteration   3: 13.444 ops/s
Iteration   4: 13.829 ops/s
Iteration   5: 15.102 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo16New":
  14.477 ±(99.9%) 0.502 ops/s [Average]
  (min, avg, max) = (12.819, 14.477, 15.302), stdev = 0.670
  CI (99.9%): [13.975, 14.979] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7-Ubuntu-1ubuntu1
# VM invoker: /usr/lib/jvm/java-14-openjdk-armhf/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo16Old
# Parameters: (type = large)

# Run progress: 70.00% complete, ETA 00:27:02
# Fork: 1 of 5
# Warmup Iteration   1: 8.314 ops/s
# Warmup Iteration   2: 9.343 ops/s
# Warmup Iteration   3: 9.406 ops/s
# Warmup Iteration   4: 9.407 ops/s
# Warmup Iteration   5: 9.412 ops/s
Iteration   1: 9.407 ops/s
Iteration   2: 9.396 ops/s
Iteration   3: 9.399 ops/s
Iteration   4: 9.401 ops/s
Iteration   5: 8.757 ops/s

# Run progress: 72.00% complete, ETA 00:25:14
# Fork: 2 of 5
# Warmup Iteration   1: 11.557 ops/s
# Warmup Iteration   2: 12.859 ops/s
# Warmup Iteration   3: 12.935 ops/s
# Warmup Iteration   4: 12.919 ops/s
# Warmup Iteration   5: 12.892 ops/s
Iteration   1: 12.930 ops/s
Iteration   2: 10.574 ops/s
Iteration   3: 12.937 ops/s
Iteration   4: 12.868 ops/s
Iteration   5: 12.664 ops/s

# Run progress: 74.00% complete, ETA 00:23:25
# Fork: 3 of 5
# Warmup Iteration   1: 12.062 ops/s
# Warmup Iteration   2: 15.148 ops/s
# Warmup Iteration   3: 15.129 ops/s
# Warmup Iteration   4: 15.191 ops/s
# Warmup Iteration   5: 15.195 ops/s
Iteration   1: 13.826 ops/s
Iteration   2: 15.198 ops/s
Iteration   3: 15.042 ops/s
Iteration   4: 15.125 ops/s
Iteration   5: 15.125 ops/s

# Run progress: 76.00% complete, ETA 00:21:37
# Fork: 4 of 5
# Warmup Iteration   1: 7.483 ops/s
# Warmup Iteration   2: 8.305 ops/s
# Warmup Iteration   3: 8.347 ops/s
# Warmup Iteration   4: 8.345 ops/s
# Warmup Iteration   5: 8.346 ops/s
Iteration   1: 8.347 ops/s
Iteration   2: 8.273 ops/s
Iteration   3: 8.314 ops/s
Iteration   4: 5.253 ops/s
Iteration   5: 4.160 ops/s

# Run progress: 78.00% complete, ETA 00:19:49
# Fork: 5 of 5
# Warmup Iteration   1: 8.211 ops/s
# Warmup Iteration   2: 9.130 ops/s
# Warmup Iteration   3: 9.216 ops/s
# Warmup Iteration   4: 9.216 ops/s
# Warmup Iteration   5: 9.219 ops/s
Iteration   1: 9.209 ops/s
Iteration   2: 9.182 ops/s
Iteration   3: 9.209 ops/s
Iteration   4: 9.204 ops/s
Iteration   5: 9.221 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo16Old":
  10.521 ±(99.9%) 2.253 ops/s [Average]
  (min, avg, max) = (4.160, 10.521, 15.198), stdev = 3.007
  CI (99.9%): [8.268, 12.773] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 14.0.1, OpenJDK Server VM, 14.0.1+7-Ubuntu-1ubuntu1
# VM invoker: /usr/lib/jvm/java-14-openjdk-armhf/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo32New
# Parameters: (type = large)

# Run progress: 80.00% complete, ETA 00:18:01
# Fork: 1 of 5
# Warmup Iteration   1: 58.039 ops/s
# Warmup Iteration   2: 67.377 ops/s
# Warmup Iteration   3: 67.493 ops/s
# Warmup Iteration   4: 67.391 ops/s
# Warmup Iteration   5: 67.373 ops/s
Iteration   1: 67.412 ops/s
Iteration   2: 67.158 ops/s
Iteration   3: 67.339 ops/s
Iteration   4: 67.320 ops/s
Iteration   5: 67.366 ops/s

# Run progress: 82.00% complete, ETA 00:16:13
# Fork: 2 of 5
# Warmup Iteration   1: 65.419 ops/s
# Warmup Iteration   2: 74.575 ops/s
# Warmup Iteration   3: 74.420 ops/s
# Warmup Iteration   4: 74.599 ops/s
# Warmup Iteration   5: 71.790 ops/s
Iteration   1: 74.443 ops/s
Iteration   2: 74.552 ops/s
Iteration   3: 74.325 ops/s
Iteration   4: 74.438 ops/s
Iteration   5: 74.525 ops/s

# Run progress: 84.00% complete, ETA 00:14:25
# Fork: 3 of 5
# Warmup Iteration   1: 66.564 ops/s
# Warmup Iteration   2: 75.730 ops/s
# Warmup Iteration   3: 76.926 ops/s
# Warmup Iteration   4: 76.054 ops/s
# Warmup Iteration   5: 76.826 ops/s
Iteration   1: 76.731 ops/s
Iteration   2: 76.831 ops/s
Iteration   3: 76.591 ops/s
Iteration   4: 76.641 ops/s
Iteration   5: 76.693 ops/s

# Run progress: 86.00% complete, ETA 00:12:37
# Fork: 4 of 5
# Warmup Iteration   1: 63.140 ops/s
# Warmup Iteration   2: 71.732 ops/s
# Warmup Iteration   3: 71.653 ops/s
# Warmup Iteration   4: 71.497 ops/s
# Warmup Iteration   5: 71.713 ops/s
Iteration   1: 71.816 ops/s
Iteration   2: 71.915 ops/s
Iteration   3: 71.712 ops/s
Iteration   4: 71.700 ops/s
Iteration   5: 71.883 ops/s

# Run progress: 88.00% complete, ETA 00:10:48
# Fork: 5 of 5
# Warmup Iteration   1: 65.032 ops/s
# Warmup Iteration   2: 73.160 ops/s
# Warmup Iteration   3: 73.888 ops/s
# Warmup Iteration   4: 74.399 ops/s
# Warmup Iteration   5: 74.293 ops/s
