# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo08New
# Parameters: (type = large)

# Run progress: 0.00% complete, ETA 01:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 2.747 ops/s
# Warmup Iteration   2: 2.736 ops/s
# Warmup Iteration   3: 2.769 ops/s
# Warmup Iteration   4: 2.768 ops/s
# Warmup Iteration   5: 2.766 ops/s
# Warmup Iteration   4: 3.330 ops/s
# Warmup Iteration   5: 3.335 ops/s
Iteration   1: 3.333 ops/s
Iteration   2: 3.320 ops/s
Iteration   3: 3.334 ops/s
Iteration   4: 3.333 ops/s
Iteration   5: 3.329 ops/s

# Run progress: 22.00% complete, ETA 01:13:30
# Fork: 2 of 5
# Warmup Iteration   1: 3.170 ops/s
# Warmup Iteration   2: 3.408 ops/s
# Warmup Iteration   3: 3.407 ops/s
# Warmup Iteration   4: 3.415 ops/s
# Warmup Iteration   5: 3.404 ops/s
Iteration   1: 3.415 ops/s
Iteration   2: 3.406 ops/s
Iteration   3: 3.408 ops/s
Iteration   4: 3.414 ops/s
Iteration   5: 3.405 ops/s

# Run progress: 24.00% complete, ETA 01:11:36
# Fork: 3 of 5
# Warmup Iteration   1: 3.365 ops/s
# Warmup Iteration   2: 3.961 ops/s
# Warmup Iteration   3: 3.960 ops/s
# Warmup Iteration   4: 3.955 ops/s
# Warmup Iteration   5: 3.954 ops/s
Iteration   1: 3.956 ops/s
Iteration   2: 3.956 ops/s
Iteration   3: 3.957 ops/s
Iteration   4: 3.963 ops/s
Iteration   5: 3.965 ops/s

# Run progress: 26.00% complete, ETA 01:09:38
# Fork: 4 of 5
# Warmup Iteration   1: 3.125 ops/s
# Warmup Iteration   2: 3.334 ops/s
# Warmup Iteration   3: 3.323 ops/s
# Warmup Iteration   4: 3.324 ops/s
# Warmup Iteration   5: 3.336 ops/s
Iteration   1: 3.325 ops/s
Iteration   2: 3.328 ops/s
Iteration   3: 3.320 ops/s
Iteration   4: 3.332 ops/s
Iteration   5: 3.329 ops/s

# Run progress: 28.00% complete, ETA 01:07:45
# Fork: 5 of 5
# Warmup Iteration   1: 3.121 ops/s
# Warmup Iteration   2: 3.330 ops/s
# Warmup Iteration   3: 3.328 ops/s
# Warmup Iteration   4: 3.334 ops/s
# Warmup Iteration   5: 3.336 ops/s
Iteration   1: 3.329 ops/s
Iteration   2: 3.321 ops/s
Iteration   3: 3.336 ops/s
Iteration   4: 3.331 ops/s
Iteration   5: 3.333 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo16Old":
  3.471 ±(99.9%) 0.188 ops/s [Average]
  (min, avg, max) = (3.320, 3.471, 3.965), stdev = 0.251
  CI (99.9%): [3.283, 3.659] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo32New
# Parameters: (type = large)

# Run progress: 30.00% complete, ETA 01:05:51
# Fork: 1 of 5
# Warmup Iteration   1: 31.177 ops/s
# Warmup Iteration   2: 31.156 ops/s
# Warmup Iteration   3: 31.127 ops/s
# Warmup Iteration   4: 31.180 ops/s
# Warmup Iteration   5: 31.198 ops/s
Iteration   1: 31.159 ops/s
Iteration   2: 31.186 ops/s
Iteration   3: 31.154 ops/s
Iteration   4: 31.135 ops/s
Iteration   5: 31.170 ops/s

# Run progress: 32.00% complete, ETA 01:03:54
# Fork: 2 of 5
# Warmup Iteration   1: 36.675 ops/s
# Warmup Iteration   2: 36.654 ops/s
# Warmup Iteration   3: 36.565 ops/s
# Warmup Iteration   4: 36.662 ops/s
# Warmup Iteration   5: 36.685 ops/s
Iteration   1: 36.730 ops/s
Iteration   2: 36.603 ops/s
Iteration   3: 36.760 ops/s
Iteration   4: 36.594 ops/s
Iteration   5: 36.555 ops/s

# Run progress: 34.00% complete, ETA 01:01:58
# Fork: 3 of 5
# Warmup Iteration   1: 36.846 ops/s
# Warmup Iteration   2: 37.020 ops/s
# Warmup Iteration   3: 36.930 ops/s
# Warmup Iteration   4: 36.799 ops/s
# Warmup Iteration   5: 36.885 ops/s
Iteration   1: 36.938 ops/s
Iteration   2: 36.860 ops/s
Iteration   3: 36.933 ops/s
Iteration   4: 36.967 ops/s
Iteration   5: 36.786 ops/s

# Run progress: 36.00% complete, ETA 01:00:03
# Fork: 4 of 5
# Warmup Iteration   1: 33.794 ops/s
# Warmup Iteration   2: 33.722 ops/s
# Warmup Iteration   3: 33.778 ops/s
# Warmup Iteration   4: 33.766 ops/s
# Warmup Iteration   5: 33.649 ops/s
Iteration   1: 33.772 ops/s
Iteration   2: 33.794 ops/s
Iteration   3: 32.809 ops/s
Iteration   4: 33.753 ops/s
Iteration   5: 33.738 ops/s

# Run progress: 38.00% complete, ETA 00:58:08
# Fork: 5 of 5
# Warmup Iteration   1: 33.519 ops/s
# Warmup Iteration   2: 33.467 ops/s
# Warmup Iteration   3: 33.540 ops/s
# Warmup Iteration   4: 33.492 ops/s
# Warmup Iteration   5: 33.436 ops/s
Iteration   1: 33.433 ops/s
Iteration   2: 33.523 ops/s
Iteration   3: 33.439 ops/s
Iteration   4: 33.422 ops/s
Iteration   5: 33.328 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo32New":
  34.342 ±(99.9%) 1.659 ops/s [Average]
  (min, avg, max) = (31.135, 34.342, 36.967), stdev = 2.215
  CI (99.9%): [32.682, 36.001] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.copyTo32Old
# Parameters: (type = large)

# Run progress: 40.00% complete, ETA 00:56:14
# Fork: 1 of 5
# Warmup Iteration   1: 32.852 ops/s
# Warmup Iteration   2: 32.882 ops/s
# Warmup Iteration   3: 32.804 ops/s
# Warmup Iteration   4: 32.871 ops/s
# Warmup Iteration   5: 32.862 ops/s
Iteration   1: 32.759 ops/s
Iteration   2: 32.952 ops/s
Iteration   3: 32.872 ops/s
Iteration   4: 32.797 ops/s
Iteration   5: 32.831 ops/s

# Run progress: 42.00% complete, ETA 00:54:19
# Fork: 2 of 5
# Warmup Iteration   1: 32.950 ops/s
# Warmup Iteration   2: 33.004 ops/s
# Warmup Iteration   3: 33.030 ops/s
# Warmup Iteration   4: 32.968 ops/s
# Warmup Iteration   5: 33.062 ops/s
Iteration   1: 32.902 ops/s
Iteration   2: 33.005 ops/s
Iteration   3: 33.010 ops/s
Iteration   4: 32.949 ops/s
Iteration   5: 33.037 ops/s

# Run progress: 44.00% complete, ETA 00:52:25
# Fork: 3 of 5
# Warmup Iteration   1: 32.342 ops/s
# Warmup Iteration   2: 32.349 ops/s
# Warmup Iteration   3: 32.345 ops/s
# Warmup Iteration   4: 32.272 ops/s
# Warmup Iteration   5: 32.415 ops/s
Iteration   1: 32.261 ops/s
Iteration   2: 32.285 ops/s
Iteration   3: 32.350 ops/s
Iteration   4: 32.358 ops/s
Iteration   5: 32.364 ops/s

# Run progress: 46.00% complete, ETA 00:50:30
# Fork: 4 of 5
# Warmup Iteration   1: 36.835 ops/s
# Warmup Iteration   2: 36.842 ops/s
# Warmup Iteration   3: 36.805 ops/s
# Warmup Iteration   4: 36.883 ops/s
# Warmup Iteration   5: 36.818 ops/s
Iteration   1: 36.838 ops/s
Iteration   2: 36.845 ops/s
Iteration   3: 36.857 ops/s
Iteration   4: 36.798 ops/s
Iteration   5: 36.795 ops/s

# Run progress: 48.00% complete, ETA 00:48:36
# Fork: 5 of 5
# Warmup Iteration   1: 34.584 ops/s
# Warmup Iteration   2: 34.495 ops/s
# Warmup Iteration   3: 34.597 ops/s
# Warmup Iteration   4: 34.572 ops/s
# Warmup Iteration   5: 34.522 ops/s
Iteration   1: 34.604 ops/s
Iteration   2: 34.596 ops/s
Iteration   3: 34.525 ops/s
Iteration   4: 34.651 ops/s
Iteration   5: 34.562 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.copyTo32Old":
  33.912 ±(99.9%) 1.256 ops/s [Average]
  (min, avg, max) = (32.261, 33.912, 36.857), stdev = 1.677
  CI (99.9%): [32.656, 35.168] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo08New
# Parameters: (type = large)

# Run progress: 50.00% complete, ETA 00:46:43
# Fork: 1 of 5
# Warmup Iteration   1: 2.726 ops/s
# Warmup Iteration   2: 2.876 ops/s
# Warmup Iteration   3: 2.877 ops/s
# Warmup Iteration   4: 2.875 ops/s
# Warmup Iteration   5: 2.871 ops/s
Iteration   1: 2.875 ops/s
Iteration   2: 2.877 ops/s
Iteration   3: 2.872 ops/s
Iteration   4: 2.878 ops/s
Iteration   5: 2.879 ops/s

# Run progress: 52.00% complete, ETA 00:44:50
# Fork: 2 of 5
# Warmup Iteration   1: 2.757 ops/s
# Warmup Iteration   2: 3.186 ops/s
# Warmup Iteration   3: 3.223 ops/s
# Warmup Iteration   4: 3.230 ops/s
# Warmup Iteration   5: 3.228 ops/s
Iteration   1: 3.218 ops/s
Iteration   2: 3.233 ops/s
Iteration   3: 3.228 ops/s
Iteration   4: 3.224 ops/s
Iteration   5: 3.231 ops/s

# Run progress: 54.00% complete, ETA 00:42:59
# Fork: 3 of 5
# Warmup Iteration   1: 2.737 ops/s
# Warmup Iteration   2: 2.875 ops/s
# Warmup Iteration   3: 2.865 ops/s
# Warmup Iteration   4: 2.874 ops/s
# Warmup Iteration   5: 2.877 ops/s
Iteration   1: 2.869 ops/s
Iteration   2: 2.875 ops/s
Iteration   3: 2.874 ops/s
Iteration   4: 2.865 ops/s
Iteration   5: 2.874 ops/s

# Run progress: 56.00% complete, ETA 00:41:07
# Fork: 4 of 5
# Warmup Iteration   1: 2.720 ops/s
# Warmup Iteration   2: 2.874 ops/s
# Warmup Iteration   3: 2.877 ops/s
# Warmup Iteration   4: 2.870 ops/s
# Warmup Iteration   5: 2.879 ops/s
Iteration   1: 2.878 ops/s
Iteration   2: 2.872 ops/s
Iteration   3: 2.872 ops/s
Iteration   4: 2.873 ops/s
Iteration   5: 2.874 ops/s

# Run progress: 58.00% complete, ETA 00:39:15
# Fork: 5 of 5
# Warmup Iteration   1: 2.728 ops/s
# Warmup Iteration   2: 2.873 ops/s
# Warmup Iteration   3: 2.871 ops/s
# Warmup Iteration   4: 2.869 ops/s
# Warmup Iteration   5: 2.875 ops/s
Iteration   1: 2.875 ops/s
Iteration   2: 2.873 ops/s
Iteration   3: 2.870 ops/s
Iteration   4: 2.878 ops/s
Iteration   5: 2.868 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo08New":
  2.944 ±(99.9%) 0.108 ops/s [Average]
  (min, avg, max) = (2.865, 2.944, 3.233), stdev = 0.144
  CI (99.9%): [2.836, 3.052] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo16New
# Parameters: (type = large)

# Run progress: 60.00% complete, ETA 00:37:23
# Fork: 1 of 5
# Warmup Iteration   1: 3.286 ops/s
# Warmup Iteration   2: 4.203 ops/s
# Warmup Iteration   3: 4.258 ops/s
# Warmup Iteration   4: 4.266 ops/s
# Warmup Iteration   5: 4.271 ops/s
Iteration   1: 4.271 ops/s
Iteration   2: 4.264 ops/s
Iteration   3: 4.268 ops/s
Iteration   4: 4.260 ops/s
Iteration   5: 4.256 ops/s

# Run progress: 62.00% complete, ETA 00:35:31
# Fork: 2 of 5
# Warmup Iteration   1: 3.295 ops/s
# Warmup Iteration   2: 4.208 ops/s
# Warmup Iteration   3: 4.265 ops/s
# Warmup Iteration   4: 4.273 ops/s
# Warmup Iteration   5: 4.265 ops/s
Iteration   1: 4.274 ops/s
Iteration   2: 4.273 ops/s
Iteration   3: 4.270 ops/s
Iteration   4: 4.264 ops/s
Iteration   5: 4.275 ops/s

# Run progress: 64.00% complete, ETA 00:33:38
# Fork: 3 of 5
# Warmup Iteration   1: 3.294 ops/s
# Warmup Iteration   2: 4.207 ops/s
# Warmup Iteration   3: 4.270 ops/s
# Warmup Iteration   4: 4.266 ops/s
# Warmup Iteration   5: 4.265 ops/s
Iteration   1: 4.270 ops/s
Iteration   2: 4.280 ops/s
Iteration   3: 4.278 ops/s
Iteration   4: 4.282 ops/s
Iteration   5: 4.275 ops/s

# Run progress: 66.00% complete, ETA 00:31:46
# Fork: 4 of 5
# Warmup Iteration   1: 3.291 ops/s
# Warmup Iteration   2: 4.198 ops/s
# Warmup Iteration   3: 4.257 ops/s
# Warmup Iteration   4: 4.256 ops/s
# Warmup Iteration   5: 4.258 ops/s
Iteration   1: 4.261 ops/s
Iteration   2: 4.259 ops/s
Iteration   3: 4.254 ops/s
Iteration   4: 4.256 ops/s
Iteration   5: 4.258 ops/s

# Run progress: 68.00% complete, ETA 00:29:54
# Fork: 5 of 5
# Warmup Iteration   1: 3.285 ops/s
# Warmup Iteration   2: 4.205 ops/s
# Warmup Iteration   3: 4.259 ops/s
# Warmup Iteration   4: 4.261 ops/s
# Warmup Iteration   5: 4.264 ops/s
Iteration   1: 4.259 ops/s
Iteration   2: 4.266 ops/s
Iteration   3: 4.270 ops/s
Iteration   4: 4.263 ops/s
Iteration   5: 4.266 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo16New":
  4.267 ±(99.9%) 0.006 ops/s [Average]
  (min, avg, max) = (4.254, 4.267, 4.282), stdev = 0.008
  CI (99.9%): [4.261, 4.273] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo16Old
# Parameters: (type = large)

# Run progress: 70.00% complete, ETA 00:28:02
# Fork: 1 of 5
# Warmup Iteration   1: 2.797 ops/s
# Warmup Iteration   2: 3.123 ops/s
# Warmup Iteration   3: 3.119 ops/s
# Warmup Iteration   4: 3.120 ops/s
# Warmup Iteration   5: 3.127 ops/s
Iteration   1: 3.126 ops/s
Iteration   2: 3.114 ops/s
Iteration   3: 3.119 ops/s
Iteration   4: 3.118 ops/s
Iteration   5: 3.123 ops/s

# Run progress: 72.00% complete, ETA 00:26:10
# Fork: 2 of 5
# Warmup Iteration   1: 2.785 ops/s
# Warmup Iteration   2: 3.116 ops/s
# Warmup Iteration   3: 3.120 ops/s
# Warmup Iteration   4: 3.115 ops/s
# Warmup Iteration   5: 3.125 ops/s
Iteration   1: 3.115 ops/s
Iteration   2: 3.107 ops/s
Iteration   3: 3.125 ops/s
Iteration   4: 2.979 ops/s
Iteration   5: 3.117 ops/s

# Run progress: 74.00% complete, ETA 00:24:18
# Fork: 3 of 5
# Warmup Iteration   1: 3.017 ops/s
# Warmup Iteration   2: 3.370 ops/s
# Warmup Iteration   3: 3.379 ops/s
# Warmup Iteration   4: 3.376 ops/s
# Warmup Iteration   5: 3.367 ops/s
Iteration   1: 3.380 ops/s
Iteration   2: 3.368 ops/s
Iteration   3: 3.373 ops/s
Iteration   4: 3.377 ops/s
Iteration   5: 3.356 ops/s

# Run progress: 76.00% complete, ETA 00:22:25
# Fork: 4 of 5
# Warmup Iteration   1: 3.017 ops/s
# Warmup Iteration   2: 3.376 ops/s
# Warmup Iteration   3: 3.373 ops/s
# Warmup Iteration   4: 3.380 ops/s
# Warmup Iteration   5: 3.373 ops/s
Iteration   1: 3.382 ops/s
Iteration   2: 3.379 ops/s
Iteration   3: 3.378 ops/s
Iteration   4: 3.387 ops/s
Iteration   5: 3.388 ops/s

# Run progress: 78.00% complete, ETA 00:20:33
# Fork: 5 of 5
# Warmup Iteration   1: 3.026 ops/s
# Warmup Iteration   2: 3.388 ops/s
# Warmup Iteration   3: 3.376 ops/s
# Warmup Iteration   4: 3.381 ops/s
# Warmup Iteration   5: 3.383 ops/s
Iteration   1: 3.385 ops/s
Iteration   2: 3.384 ops/s
Iteration   3: 3.379 ops/s
Iteration   4: 3.381 ops/s
Iteration   5: 3.382 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo16Old":
  3.269 ±(99.9%) 0.105 ops/s [Average]
  (min, avg, max) = (2.979, 3.269, 3.388), stdev = 0.140
  CI (99.9%): [3.164, 3.374] (assumes normal distribution)


# JMH version: 1.23
# VM version: JDK 13.0.2, OpenJDK Server VM, 13.0.2+8
# VM invoker: /home/ubuntu/opt/jdk-13.0.2+8/bin/java
# VM options: <none>
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.sun.glass.ui.monocle.Benchmarks.writeTo32New
# Parameters: (type = large)

# Run progress: 80.00% complete, ETA 00:18:40
# Fork: 1 of 5
# Warmup Iteration   1: 24.322 ops/s
# Warmup Iteration   2: 29.252 ops/s
# Warmup Iteration   3: 29.277 ops/s
# Warmup Iteration   4: 29.264 ops/s
# Warmup Iteration   5: 29.272 ops/s
Iteration   1: 29.257 ops/s
Iteration   2: 29.360 ops/s
Iteration   3: 29.346 ops/s
Iteration   4: 29.230 ops/s
Iteration   5: 29.374 ops/s

# Run progress: 82.00% complete, ETA 00:16:48
# Fork: 2 of 5
# Warmup Iteration   1: 24.835 ops/s
# Warmup Iteration   2: 29.864 ops/s
# Warmup Iteration   3: 29.821 ops/s
# Warmup Iteration   4: 29.764 ops/s
# Warmup Iteration   5: 29.835 ops/s
Iteration   1: 29.761 ops/s
Iteration   2: 29.900 ops/s
Iteration   3: 29.907 ops/s
Iteration   4: 29.774 ops/s
Iteration   5: 29.772 ops/s

# Run progress: 84.00% complete, ETA 00:14:56
# Fork: 3 of 5
# Warmup Iteration   1: 24.837 ops/s
# Warmup Iteration   2: 29.728 ops/s
# Warmup Iteration   3: 29.707 ops/s
# Warmup Iteration   4: 29.762 ops/s
# Warmup Iteration   5: 29.753 ops/s
Iteration   1: 29.712 ops/s
Iteration   2: 29.655 ops/s
Iteration   3: 29.678 ops/s
Iteration   4: 29.678 ops/s
Iteration   5: 29.643 ops/s

# Run progress: 86.00% complete, ETA 00:13:04
# Fork: 4 of 5
# Warmup Iteration   1: 24.282 ops/s
# Warmup Iteration   2: 28.934 ops/s
# Warmup Iteration   3: 28.984 ops/s
# Warmup Iteration   4: 29.021 ops/s
# Warmup Iteration   5: 29.009 ops/s
Iteration   1: 28.978 ops/s
Iteration   2: 28.945 ops/s
Iteration   3: 29.021 ops/s
Iteration   4: 28.954 ops/s
Iteration   5: 28.962 ops/s

# Run progress: 88.00% complete, ETA 00:11:12
# Fork: 5 of 5
# Warmup Iteration   1: 24.343 ops/s
# Warmup Iteration   2: 29.559 ops/s
# Warmup Iteration   3: 29.650 ops/s
# Warmup Iteration   4: 29.617 ops/s
# Warmup Iteration   5: 29.513 ops/s
Iteration   1: 29.600 ops/s
Iteration   2: 29.656 ops/s
Iteration   3: 29.621 ops/s
Iteration   4: 29.623 ops/s
Iteration   5: 29.575 ops/s


Result "com.sun.glass.ui.monocle.Benchmarks.writeTo32New":
  29.479 ±(99.9%) 0.234 ops/s [Average]
